name,link,tagline,likes,usedBy
Sector Circle,https://www.figma.com/community/plugin/1422953751967447355/sector-circle,cut the circles,0,60
text2design,https://www.figma.com/community/plugin/1393673371530417352/text2design,String to Card Generator,1,60
Work/Space,https://www.figma.com/community/plugin/1369954309330916868/work-space,Minimise your project setup time using Work/Space,6,60
Apply Absolute Auto Layout,https://www.figma.com/community/plugin/1367394581504068077/apply-absolute-auto-layout,Apply autolayout to your icons without risk of resizing or elements repositioning!,0,60
Textile,https://www.figma.com/community/plugin/1334130766673706263/textile,Edit texts without opening Figma,5,60
slajdomat,https://www.figma.com/community/plugin/878972113786153260/slajdomat,Make zooming slide presentations,0,60
Aspect Ratio Lock,https://www.figma.com/community/plugin/1419372805377113540/aspect-ratio-lock,Create containers that preserve the Aspect Ratio of your Images & Components while resizing.,5,61
Frame Name Organizer,https://www.figma.com/community/plugin/1406901077063589569/frame-name-organizer,This is a plugin for changing frame names depending on the layout flow direction,2,59
Color Picker Pro,https://www.figma.com/community/plugin/1382041838227127919/color-picker-pro,"Your colors, perfected. Simple. Elegant. Pro.",2,59
Optimizely - Content Type Builder,https://www.figma.com/community/plugin/1359796517567966377/optimizely-content-type-builder,Create Optimizely CMS content types directly from your Figma visuals,7,60
Push to Dataset,https://www.figma.com/community/plugin/1342145918857738802/push-to-dataset,Push your Figma frames to export and upload them to Hugging Face dataset,1,59
GoodWay Sprite,https://www.figma.com/community/plugin/1424139256012895014/goodway-sprite,Easily generate sprite sheets and JSON metadata from icons selected in Figma.,19,59
Fontfinder,https://www.figma.com/community/plugin/1423651488624476905/fontfinder,Easily discover and count all the fonts used in your Figma artboards.,1,58
Reset only styles,https://www.figma.com/community/plugin/1404774829428687538/reset-only-styles,"design system, migration, multibrand, no-text-content, reset, style",6,58
Case Converter,https://www.figma.com/community/plugin/1404193710290209480/case-converter,Quick and easy layer renaming tool for Figma!,8,58
"Components, Auto Layouts & Groups Spotter",https://www.figma.com/community/plugin/1400007208660250101/components-auto-layouts-groups-spotter,"Instantly spot Components, Auto Layout and Groups – Highlight frame types with ease!",5,58
Nexa Transform,https://www.figma.com/community/plugin/1388820087607147979/nexa-transform,Instantly convert Figma design into Bubble,1,58
Flow Text Into Components,https://www.figma.com/community/plugin/1385978772031025389/flow-text-into-components,Instantly fill components with the right text,2,58
Multiple images Placer / Replacer / Fill by Plantcss,https://www.figma.com/community/plugin/1425885338241956002/multiple-images-placer-replacer-fill-by-plantcss,Replace images within seconds,0,58
Auto Variant Creator,https://www.figma.com/community/plugin/1396798693953061471/auto-variant-creator,"Variants Made Easy: One Click, Endless Possibilities!",1,57
Icon Import Wizard,https://www.figma.com/community/plugin/1394616149550392445/icon-import-wizard,"Icon Import Wizard: Effortlessly import, organize, and manage your SVG icons directly in Figma",0,57
Deframe,https://www.figma.com/community/plugin/1388599484280767735/deframe,Convert frames to shapes,5,58
AM-icon-to-svg,https://www.figma.com/community/plugin/1375275202967710303/am-icon-to-svg,Extract and preview SVG icons effortlessly.,1,57
Athlon TOC,https://www.figma.com/community/plugin/1326964159828626892/athlon-toc,Navigate with Ease: Instant Table of Contents for Your Figma Files,0,57
PageStream,https://www.figma.com/community/plugin/1392255043796489918/pagestream,Create and save templates for your design file structure.,10,56
Font Preview Generator,https://www.figma.com/community/plugin/1414055618670555360/font-preview-generator,"Instant font specimens: Compare, Preview, Decide",11,55
Rename 重命名,https://www.figma.com/community/plugin/1387281156955618191/rename,Rename 重命名,3,55
Designer Page Generator,https://www.figma.com/community/plugin/1374349394953006306/designer-page-generator,Organize your Figma file for more efficient work 💪,1,55
Mots AI,https://www.figma.com/community/plugin/1360220716789871437/mots-ai,Revolutionize your designs with AI-powered text generation,4,55
Select Every 2nd Item,https://www.figma.com/community/plugin/1355276751757343972/select-every-2nd-item,Perfect for applying zebra striping to data tables rows,6,56
Uninym,https://www.figma.com/community/plugin/1220329683079222026/uninym,Select layers by common names or variables,2,55
CopyGlyphs,https://www.figma.com/community/plugin/1419635337187703563/copyglyphs,"Browse, search, & copy symbols or special characters quickly with CopyGlyphs—effortless & efficient.",4,54
9-Patch Exporter,https://www.figma.com/community/plugin/1403641278771540631/9-patch-exporter,"Batch-select objects, auto-add .9 suffix",1,54
Color Styles,https://www.figma.com/community/plugin/1402968816180617188/color-styles,Adding color styles easily,0,54
Sort Crypto Charts,https://www.figma.com/community/plugin/1417606081672415021/sort-crypto-charts,Create crypto charts with real data,5,53
Vec2Raster Advanced,https://www.figma.com/community/plugin/1385299695777965337/vec2raster-advanced,Duplicates and rasterizes vectors using a selected scale and fill mode,0,53
Microflow hardware bridge,https://www.figma.com/community/plugin/1373258770799080545/microflow-hardware-bridge,Bridge the gap between the real world and Figma,8,53
wip!,https://www.figma.com/community/plugin/1365013567663125857/wip,Show that the selected frames or copy are not yet ready and you're still working on them,1,53
Figma to PostGrid,https://www.figma.com/community/plugin/1352324733065507816/figma-to-postgrid,Effortlessly convert Figma designs into dynamic PostGrid direct mail templates.,8,54
Magnifier,https://www.figma.com/community/plugin/1424450258731794641/magnifier,Create magnifier effect to showcase your design,3,55
ICO Generator,https://www.figma.com/community/plugin/1424001571997245912/ico-generator,Convert Figma frames into .ico format,1,52
Frame Them All,https://www.figma.com/community/plugin/1410983610094728051/frame-them-all,A plugin to frame groups or other frames individually,0,53
Component Instance Looper,https://www.figma.com/community/plugin/1407990267135453590/component-instance-looper,Generate and replace text in component instances with speed at scale.,2,52
AI User Simulation,https://www.figma.com/community/plugin/1397952939678206595/ai-user-simulation,Fast feedback for prototypes,4,53
SPBTV_PX_TO_VW,https://www.figma.com/community/plugin/1378100072266678739/spbtv-px-to-vw,Shows PX in VW (1280),1,52
Page Background Replacer,https://www.figma.com/community/plugin/1348203158712329919/page-background-replacer,Apply color to all page background. 快速批量修改页面背景色。,3,52
画板json导出 Export Frame JSON,https://www.figma.com/community/plugin/1403025313903582386/json-export-frame-json,画板json导出插件允许你轻松导出所选 frame 的 JSON 数据。通过简单的操作，你可以快速获取 Figma 设计中的 frame 属性，并将其复制用于其他开发或设计需求。,1,51
Prism JSON to Figma Variables,https://www.figma.com/community/plugin/1398480023133788740/prism-json-to-figma-variables,Import JSON to Figma Variables,0,51
Color AutoUpdater,https://www.figma.com/community/plugin/1384539114696608850/color-autoupdater,update frame background colors based on color codes,0,51
Tuned Variables,https://www.figma.com/community/plugin/1382806347243306968/tuned-variables,Reference other variables and create simple calculations for dynamic values,3,51
Variables Design Sheet,https://www.figma.com/community/plugin/1418561278837184352/variables-design-sheet,"Transform Figma Variables into clear, organized design sheets.",6,50
Responsive variables,https://www.figma.com/community/plugin/1410271172820971401/responsive-variables,Advanced Management of Typography Variables and Sizing for Responsive Design.,1,50
Verbify AI,https://www.figma.com/community/plugin/1398076816443319147/verbify-ai,✨ Copywriting AI: Transform your ideas into persuasive texts directly in Figma,3,50
Defold Handoff,https://www.figma.com/community/plugin/1359029081454325668/defold-handoff,Streamlines Defold's GUI template design handoff process from Figma,8,50
OK Palette,https://www.figma.com/community/plugin/1418444633232614903/ok-palette,Generates tonal palettes based on the okLCh color space,1,49
Hide Sections Names,https://www.figma.com/community/plugin/1417948525608144370/hide-sections-names,1-click to hide section and frame names,1,50
Text to Stickies for toitta,https://www.figma.com/community/plugin/1412335226091558417/text-to-stickies-for-toitta,発話分析ソリューション「toitta」を利用するユーザーに便利なFigmaプラグインです。toittaで一括コピーしたテキスト切片を、ワンクリックで簡単に付箋として出力できます。,1,49
Saving Gotham,https://www.figma.com/community/plugin/1407669243729618447/saving-gotham,Save your gotham fonts from confusion,2,50
Quick Mode,https://www.figma.com/community/plugin/1405229225049855076/quick-mode,Switch modes quickly with keyboard only 🚀,10,49
Radix Colos as figma variables,https://www.figma.com/community/plugin/1399323151508796945/radix-colos-as-figma-variables,add Radix colors as Figma variables intou your collection,2,50
convert_to_frames,https://www.figma.com/community/plugin/1187333520431706299/convert-to-frames,画像をフレーム化,0,49
Smart Background,https://www.figma.com/community/plugin/1417455963874897267/smart-background,Automatic background harmonization with selected images,2,48
Vector to Rectangle,https://www.figma.com/community/plugin/1416853962469590568/vector-to-rectangle,Converts messed up vectors to rectangles.,3,48
Jina KE,https://www.figma.com/community/plugin/1395513067170006835/jina-ke,Add Kenyan names into your projects with just a click.,4,48
Text Link Navigator,https://www.figma.com/community/plugin/1387471395054260514/text-link-navigator,Navigation,1,48
Nong’s Cloud Line,https://www.figma.com/community/plugin/1379330151696298743/nongs-cloud-line,Create Cloud Line,0,48
DesignFast: Web Image Importer,https://www.figma.com/community/plugin/1425858007135862865/designfast-web-image-importer,Quickly import image resources from any webpage directly into Figma.,5,50
spirograph pattern maker,https://www.figma.com/community/plugin/1418113880557907694/spirograph-pattern-maker,Genrate spirographs,3,47
Description Hide & Show,https://www.figma.com/community/plugin/1402895108595352384/description-hide-show,Frames with [TTS] can be hidden or shown to toggle Figma description visibility.,4,47
Asseto,https://www.figma.com/community/plugin/1380292323258646883/asseto,Scale Your Brand. Effortlessly.,18,47
Pi-toVue,https://www.figma.com/community/plugin/1278581944349307618/pi-tovue,Export Vue with CSS Styling.,0,46
Accessibility Checklist,https://www.figma.com/community/plugin/1418628884658698303/accessibility-checklist,A handy tool to ensure your UI and components meet essential accessibility standards.,2,45
Points,https://www.figma.com/community/plugin/1384131122330853911/points,Easily navigate your workspace during presentations.,2,45
Locktor,https://www.figma.com/community/plugin/1318145181394988281/locktor,Live your best lock life,0,45
Spell Checker,https://www.figma.com/community/plugin/1413516352177656806/spell-checker,Writing with smart spellcheck & suggestions,4,45
Drag & Drop FPO,https://www.figma.com/community/plugin/1395743497463829658/drag-drop-fpo,Drag & Drop FPO anywhere in your layout,2,44
Child Properties,https://www.figma.com/community/plugin/1382111419342493400/child-properties,Manipulate properties of children instances,8,44
Template Maker,https://www.figma.com/community/plugin/1362329894585565729/template-maker,Create custom templates from select frames,1,44
Add or Remove Autolayout,https://www.figma.com/community/plugin/1417057586854342390/add-or-remove-autolayout,A click to add or remove autolayout,2,43
Contrast checker,https://www.figma.com/community/plugin/1412420470430419818/contrast-checker,boost accessibility w/ seamless contrast checks — ensure every design is inclusive & user-friendly!,0,43
ADGraph,https://www.figma.com/community/plugin/1412228949532399918/adgraph,Bar Graph Maker,1,43
Variables Everywhere,https://www.figma.com/community/plugin/1404403514737707928/variables-everywhere,"Find frames with hardcoded numbers, allowing you to replace them with variables.",5,43
Clear Frame Names,https://www.figma.com/community/plugin/1395463806668283625/clear-frame-names,Reset frame names with one click.,0,43
Legion Tokens Manager,https://www.figma.com/community/plugin/1377553084101217769/legion-tokens-manager,Sync Your Design and Code from Variables,2,43
Writing Assistant,https://www.figma.com/community/plugin/1359130445703298196/writing-assistant,"Refine your UX copy writing to make it more concise, friendly and scannable.",2,43
Job Card Creator,https://www.figma.com/community/plugin/1403476037437127005/job-card-creator,Built for our marketing automation project,1,42
Fill Up,https://www.figma.com/community/plugin/1402084742551497201/fill-up,A plugin that automatically fills in content.,8,43
Layer Duplicator Pro,https://www.figma.com/community/plugin/1390709352477830754/layer-duplicator-pro,"Duplicate, resize, edit text & images swiftly in Figma for streamlined design workflows.",2,42
BrandGuard,https://www.figma.com/community/plugin/1322193970955354478/brandguard,Brand Safe in Every Place,0,42
Buoy,https://www.figma.com/community/plugin/939838999371074684/buoy,Mange your projects 'built with Buoy' design system.,0,42
Grid Creator,https://www.figma.com/community/plugin/1425025023162003518/grid-creator,"Master the Grid, Design with Precision",1,41
文本提取 Text Extractor Pro,https://www.figma.com/community/plugin/1412436527996916651/text-extractor-pro,Effortlessly extract and copy text from selected frames,2,41
Text Case Converter,https://www.figma.com/community/plugin/1411772587065034367/text-case-converter,Convert text layers in the selected artboards to sentence case or title case,0,42
Sort by Size,https://www.figma.com/community/plugin/1389022696839293628/sort-by-size,"Sort layers by width, height, or area",6,41
NeoUI DesignToken,https://www.figma.com/community/plugin/1377547477043561942/neoui-designtoken,export token to js,0,41
Nodalview Export Tokens,https://www.figma.com/community/plugin/1339541474067314244/nodalview-export-tokens,Export design tokens to a JSON file.,1,41
Color to Text,https://www.figma.com/community/plugin/1418033788689985140/color-to-text,"Extracts colors from selected objects, creating info blocks with RGB and hex codes.",5,40
Image-to-palette,https://www.figma.com/community/plugin/1412524877900966036/image-to-palette,Generate color palette easily,5,40
Rectangle to Frame,https://www.figma.com/community/plugin/1401537377623765941/rectangle-to-frame,I forgot I was testing stuff on a rectangle again.,0,40
Knapsack,https://www.figma.com/community/plugin/1389668240886562403/knapsack,Synchronize Figma Vars with coded Design Tokens in Knapsack,2,40
Vec2Raster,https://www.figma.com/community/plugin/1388839770240787944/vec2raster,Instantly duplicates and rasterizes vectors,0,40
TABLE NEXT,https://www.figma.com/community/plugin/1374820663710925805/table-next,Importa dados de tabela,0,40
FIGMAJSON,https://www.figma.com/community/plugin/1366469161957463273/figmajson,Easily populate Figma content with JSON data.,1,40
SMKT-legals,https://www.figma.com/community/plugin/1314282812271608182/smkt-legals,Just one utility,8,40
tinyzine,https://www.figma.com/community/plugin/1410649223602689966/tinyzine,a plugin to streamline your zine creation process,5,39
Mixed Text Style,https://www.figma.com/community/plugin/1409430461681665825/mixed-text-style,Apply different styles to numbers and text in different languages within a single Figma text layer,3,39
Slice by guides,https://www.figma.com/community/plugin/1402627720187990434/slice-by-guides,Creates slices inside a Frame along horizontal Guidelines,2,39
Text Manager,https://www.figma.com/community/plugin/1391461624048587382/text-manager,"Transform Your Text with Ease: The Ultimate Figma Plugin for Fonts, Sizes, and Colors.",1,39
P-age by Presentab,https://www.figma.com/community/plugin/1359914603175632305/p-age-by-presentab,best for pagination,0,39
User Research Note Taking Tool,https://www.figma.com/community/plugin/1314521748366744311/user-research-note-taking-tool,I need this for work,1,39
Circular Text Maker,https://www.figma.com/community/plugin/1428055167985458980/circular-text-maker,Shape Text into Perfect Circles and Arcs – Retain Original Styles with Circular Text Maker,0,41
Turbo Variable,https://www.figma.com/community/plugin/1424792120148154073/turbo-variable,"Apply variables efficiently with active window, quick access, filters and integrated scope.",8,39
Airtable Connect,https://www.figma.com/community/plugin/1403000184099452994/airtable-connect,"The plugin maps Airtable data to Figma layers, enabling quick creation of multiple design variations",8,38
ion design - dslint,https://www.figma.com/community/plugin/1394065795251669603/ion-design-dslint,Get the most of your design system,2,38
Atmify,https://www.figma.com/community/plugin/1366309244134330372/atmify,A tool to create templates for Atmify (Shopify app),1,38
CSV to Sticky,https://www.figma.com/community/plugin/1427198026240876239/csv-to-sticky,Effortlessly Convert CSV Data into Beautiful Sticky Notes in FigJam,2,39
Caravage,https://www.figma.com/community/plugin/1413184718185819161/caravage,Check easily your design contrast accessibility with the 3.0 Web Content Accessibility Guidelines,0,38
Color Replacer,https://www.figma.com/community/plugin/1411724401684321790/color-replacer,Replace colors across pages with ease.,2,38
Fig Doctor,https://www.figma.com/community/plugin/1410094626017173831/fig-doctor,Check designs with AI before user testing and developer handoff,2,38
Grid Exterminator,https://www.figma.com/community/plugin/1393582099984364546/grid-exterminator,Unalive all grids from your screens with one click. 💀,0,37
Pomodoro Timer,https://www.figma.com/community/plugin/1386322008944795260/pomodoro-timer,"Stay Productive, Stay Balanced",8,37
random-pearl-generator,https://www.figma.com/community/plugin/1380097241436668905/random-pearl-generator,"Creating stylish randomly colored pearl using svg to be used as placeholder icons, avatars & more 🪩",4,37
HYWD Style Unifier,https://www.figma.com/community/plugin/1293658910638890008/hywd-style-unifier,"Design system-builder, linter and style matcher",2,37
Design Tokens to Variables,https://www.figma.com/community/plugin/1410168064290005516/design-tokens-to-variables,"Convert W3C Design Tokens, Leonardo, Huetone, Primer Prism to Variables.",3,36
Translate AI,https://www.figma.com/community/plugin/1409844094149025473/translate-ai,Translate in any language with language options,6,36
Distributor Pro,https://www.figma.com/community/plugin/1408582076751386816/distributor-pro,Select and distribute layers. Even export in frames,5,37
Switch Auto Layout Direction,https://www.figma.com/community/plugin/1405232661624022126/switch-auto-layout-direction,Flip AL from while preserving the Fill and Hug settings for both the parent frame and its children,8,36
Frame Renamer with child name,https://www.figma.com/community/plugin/1404746713144886839/frame-renamer-with-child-name,Batch rename frames with its child layer name,0,36
修改图片填充方式,https://www.figma.com/community/plugin/1386462613910175532,Batch Image Fill Modifier,2,36
Comfy Deploy (beta),https://www.figma.com/community/plugin/1376832824387685763/comfy-deploy-beta,"Link Comfy UI to Figma, flexible generation",0,36
Protege AI,https://www.figma.com/community/plugin/1375519663421399107/protege-ai,Protege AI: Streamline Legal Reviews for Creative & Marketing,0,36
Organize Wiz,https://www.figma.com/community/plugin/1297987709393646630/organize-wiz,Effortless page management unlocks creativity,5,36
Variable Agent,https://www.figma.com/community/plugin/1419624378530867947/variable-agent,Copy and paste variable collection across files and projects,4,35
修改文本 Edit Text,https://www.figma.com/community/plugin/1415248039835362067/edit-text,"快速查找文本，删除指定文本，替换文本 Quickly search for text, delete specified text, replace text",3,35
Biny.tech Banner Generator,https://www.figma.com/community/plugin/1409654713505951997/biny-tech-banner-generator,Quickly create and customize banners with flexible templates and aspect ratios.,1,35
Navigator,https://www.figma.com/community/plugin/1406543837184694397/navigator,"Jump between key designs quickly, streamlining workflow in large projects. Save time, stay focused!",0,35
Fill Fusion - Randomize Solid and Gradient Fills,https://www.figma.com/community/plugin/1416486086989213719/fill-fusion-randomize-solid-and-gradient-fills,Randomize Color and Gradient Fills!,3,34
Check Contrast,https://www.figma.com/community/plugin/1404351248033480528/check-contrast,"Enhance Visibility, Ensure Accessibility",0,34
mui Image Generator,https://www.figma.com/community/plugin/1386609211869224846/mui-image-generator,Generate images for mui board development.,0,34
Postee,https://www.figma.com/community/plugin/1385713854901256085/postee,Turn your Figma designs into easy-to-use templates,0,34
Top'n'Fix,https://www.figma.com/community/plugin/1257359419784735820/topnfix,"Fix layer, bring to the front and fix, fix frame, fix in the prototype",0,34
Multiple font resizer,https://www.figma.com/community/plugin/1428012531856017015/multiple-font-resizer,Effortlessly adjust the size of multiple text elements to your preferred value with a single click,1,34
Color Palette Generator by Rafs,https://www.figma.com/community/plugin/1409281830491209382/color-palette-generator-by-rafs,Color Palettes with AAA Contrast,2,33
Hilbert,https://www.figma.com/community/plugin/1397252695423426897/hilbert,Discover the creative potential of space-filling curves in Figma.,2,33
Touch Panel 1.0,https://www.figma.com/community/plugin/1395646395826607047/touch-panel-1-0,Touch Panel is a Figma plugin that provides many figma functions. Made for Ipad and tablet users,4,33
Sunsetter,https://www.figma.com/community/plugin/1391870333713516549/sunsetter,Deprecate components in a click,1,33
sameSelector,https://www.figma.com/community/plugin/1366043226348310305/sameselector,"Same filled, stroke, name, size, font, font size objects selection",3,33
Poncho,https://www.figma.com/community/plugin/1362940537761100310/poncho,Secret version of STL for testing purposes.,0,33
choppa,https://www.figma.com/community/plugin/1306018938516956865/choppa,choppa cuts long texts into one layer per line,4,33
strings_repository,https://www.figma.com/community/plugin/1304005392835280443/strings-repository,Synchronize your translations,0,33
Print Shop,https://www.figma.com/community/plugin/1424982146746230741/print-shop,Create Production-Grade Print Materials the Figma Way,1,33
Generators & Sync Styles,https://www.figma.com/community/plugin/1423847731673176196/generators-sync-styles,Effortless style creation and synchronization for your designs!,5,32
Formate,https://www.figma.com/community/plugin/1393244861834115492/formate,"Correct formatting, first of all, is attention to details, to make a good impression on the client",2,32
Color with You,https://www.figma.com/community/plugin/1376145515371505399/color-with-you,Seamlessly Import Colors from Google Sheets to Figma,0,32
Shmood,https://www.figma.com/community/plugin/1306650664096404399/shmood,Go directly from Figma to organized feedback in one click,0,32
Instant Name Generator,https://www.figma.com/community/plugin/1418139237040017189/instant-name-generator,"Generate names effortlessly—anywhere, any time",3,32
HCT Variablinator,https://www.figma.com/community/plugin/1397718422326830289/hct-variablinator,Variablinate your HCT scales for brands and themes,3,31
ScreenHub,https://www.figma.com/community/plugin/1386821773383616673/screenhub,From ScreenHub to Figma in One Click,1,31
Generate adjustment colors,https://www.figma.com/community/plugin/1361603747792357691/generate-adjustment-colors,colors,0,31
Row Column Swap,https://www.figma.com/community/plugin/1353399918542739998/row-column-swap,From rows to columns or columns to rows,1,31
Pi-toJson,https://www.figma.com/community/plugin/1240267593446542326/pi-tojson,rebuild your app automatically,0,31
Markdown to Figma Layers,https://www.figma.com/community/plugin/1426192620123463387/markdown-to-figma-layers,Convert Markdown into Figma layers. Tables supported,3,30
Tabletop,https://www.figma.com/community/plugin/1421185600843789619/tabletop,"Play board games and card games, right in Figma! This plugin helps with card management and more.",2,30
Mock Data Generator,https://www.figma.com/community/plugin/1411985091305432976/mock-data-generator,Generate high-quality mock text data for your Figma designs.,0,30
Name Slayer,https://www.figma.com/community/plugin/1401070656734141693/name-slayer,Easily rename layers to match the name of their applied styles and variables.,5,30
Fix Size,https://www.figma.com/community/plugin/1393325971067745832/fix-size,Fix Size,2,30
AutoFrame Beta,https://www.figma.com/community/plugin/1386725676336258110/autoframe-beta,AutoFrame: Effortlessly generate and sync dynamic cards from Airtable data directly into Figma.,0,30
Frame X-Ray Checker,https://www.figma.com/community/plugin/1375765390709618042/frame-x-ray-checker,Spot misalignments in your documents at a glance,1,30
Frame,https://www.figma.com/community/plugin/1350021143051296255/frame,Resize and re-position objects quickly,3,30
CreateGo Builder,https://www.figma.com/community/plugin/1348923302870178228/creatego-builder,Create Apps from Figma to CreateGo.,3,31
SelectLock,https://www.figma.com/community/plugin/1413538781554516023/selectlock,Lock specific layer types in bulk. Keep designing freely.,11,29
Quick Prototype,https://www.figma.com/community/plugin/1412523958560720018/quick-prototype,Essential keyboard shortcut to add interactions in series,1,29
Quick Local Styles,https://www.figma.com/community/plugin/1412519022404399231/quick-local-styles,Essential keyboard shortcut to swap local styles,0,29
in any case,https://www.figma.com/community/plugin/1410551992541446717/in-any-case,Instant case conversion and text metrics,3,30
Figma to Kindle,https://www.figma.com/community/plugin/1407675548893875750/figma-to-kindle,Your kindle book in One click,2,29
Gradient Helper,https://www.figma.com/community/plugin/1406158179396108604/gradient-helper,Effortlessly adjust your gradient’s color.,3,29
Change Text Field by ID,https://www.figma.com/community/plugin/1401139854696331711/change-text-field-by-id,Set the text of a Text element by referencing its node ID,0,29
Un-Section,https://www.figma.com/community/plugin/1360610067970796968/un-section,Remove selected section and duplicate children,0,29
OneKey Logo Space,https://www.figma.com/community/plugin/1414461901909612405/onekey-logo-space,用来找到文件中的 OneKey 来改成标准的 Logo 样式,1,28
Set Min/Max size,https://www.figma.com/community/plugin/1392888362445067064/set-min-max-size,Instantly set min & max dimensions to multiple items,1,28
Design Bug,https://www.figma.com/community/plugin/1377311550005859474/design-bug,Tag frames with bug reports,3,28
Trigger-GitLab-CI,https://www.figma.com/community/plugin/1372417678740926209/trigger-gitlab-ci,GitLab CI Trigger,0,28
Contrast Checker by Saransh,https://www.figma.com/community/plugin/1388612677599586563/contrast-checker-by-saransh,Elevate Your Design's Accessibility,1,27
SVG Export with Text,https://www.figma.com/community/plugin/1417788739345122322/svg-export-with-text,Export from Figma to SVG and copy to clipboard with textnodes preserved,1,26
Create a Palette,https://www.figma.com/community/plugin/1413583705767096503/create-a-palette,"Easily generate color palettes from images, GIFs or URL",7,26
Canvas Resizer,https://www.figma.com/community/plugin/1410520311547278778/canvas-resizer,Freely adjust the image canvas,4,26
Alignify,https://www.figma.com/community/plugin/1400141824758348597/alignify,Multiple nodes can be easily aligned. The number of columns and spacing can also be easily set.,0,26
FigVar - Generate Multiple Variables Instantly,https://www.figma.com/community/plugin/1396156000802284454/figvar-generate-multiple-variables-instantly,Generate multiple color and number variables in one click,0,26
Figma to PowerFX theme converter,https://www.figma.com/community/plugin/1389565820278106478/figma-to-powerfx-theme-converter,Convert your Figma variables into themes for use in your Power Apps,2,26
Selemander,https://www.figma.com/community/plugin/1384357925708254954/selemander,Selection & text controler for autolayout,7,26
AddTemplates,https://www.figma.com/community/plugin/1355131395922117609/addtemplates,Create predefined size of template.,1,26
Peppercorn - Find Centroids (Visual Center),https://www.figma.com/community/plugin/1405557910732193764/peppercorn-find-centroids-visual-center,"Precision, not guesswork: Unveil the true center of your shapes!",3,25
Languify.ai - Optimise your UX writing!,https://www.figma.com/community/plugin/1403744290528023500/languify-ai-optimise-your-ux-writing,Languify is an AI-powered tool that improves the copy on your design for a better user experience.,2,25
Figma to UIPaaS,https://www.figma.com/community/plugin/1398896124724762730/figma-to-uipaas,A plugin for converting figma design drafts into uipaas pages,4,25
Winding Rule Inspector,https://www.figma.com/community/plugin/1392154563671704080/winding-rule-inspector,This plugin allows designers to quickly inspect the winding rule of vector objects in Figma.,1,25
Page Setup Wizard,https://www.figma.com/community/plugin/1387167065659683601/page-setup-wizard,Effortlessly set up your file pages with preset naming conventions to ensure consistency.,4,25
Death 2 Lorem,https://www.figma.com/community/plugin/1374567662670485045/death-2-lorem,Lorem is dead. Design faster with real text content.,2,25
GPT To I18n,https://www.figma.com/community/plugin/1358691047649280515/gpt-to-i18n,生成i18n json，翻译设计，协同工作。Generate i18n json，Translate the design draft，Cooperative work,1,25
bb-extract,https://www.figma.com/community/plugin/1263445449777331392/bb-extract,Enhance your design token workflow with live values! 💫,2,25
EasyMemo,https://www.figma.com/community/plugin/1397784611943085339/easymemo,"メモやテキストをEnterキー押下のみでリスト化して一括でShape,テキスト、Stickyを生成するプラグインです",0,24
Automator 自动化,https://www.figma.com/community/plugin/1394696782553633106/automator,自动录制你的操作成为自动化动作。,1,24
Color Palette,https://www.figma.com/community/plugin/1384920460557179562/color-palette,Create a color palette from given color,0,24
DesignNamer,https://www.figma.com/community/plugin/1382364277265096860/designnamer,Effortless Layer Renaming for Figma Designs,6,24
Collect and Rename,https://www.figma.com/community/plugin/1378054197087589770/collect-and-rename,"The plugin shows all text layers in a list, making it easy to replace text.",7,24
GEO Frame creator,https://www.figma.com/community/plugin/1359503910171937546/geo-frame-creator,A lot of things can be done faster,1,24
Cloudinary Image Uploader,https://www.figma.com/community/plugin/1415335540945518743/cloudinary-image-uploader,Upload images directly from Figma to Cloudinary,2,23
"List Texts, Select Text",https://www.figma.com/community/plugin/1408807181941516008/list-texts-select-text,Keep your text layer names tidy and unique. List all layers then select with this tool.,0,23
Edutalk Reward Figma Plugin,https://www.figma.com/community/plugin/1403663164122241733/edutalk-reward-figma-plugin,Edutalk,2,23
Random Font 随机字体,https://www.figma.com/community/plugin/1393123138265668696/random-font,Random Font 随机字体,0,23
AI Selector,https://www.figma.com/community/plugin/1390690426012130874/ai-selector,Use AI to Select Any Layer You Need,1,23
Prettifier,https://www.figma.com/community/plugin/1329152891267337971/prettifier,Streamline design workflows and maintain project tidy.,0,23
Print Frame,https://www.figma.com/community/plugin/1417488424349966783/print-frame,A plugin to use for your print workflows,0,22
Resizer,https://www.figma.com/community/plugin/1407639239770654105/resizer,Resize using math operations or relative units,4,22
Translator all,https://www.figma.com/community/plugin/1387270213139836800/translator-all,翻译,1,22
Text Color Pairs To Variables,https://www.figma.com/community/plugin/1374352258990257389/text-color-pairs-to-variables,Generate variables from color and text combinations.,0,23
F2R3 Preview,https://www.figma.com/community/plugin/1366068474716833619/f2r3-preview,Preview your layers in 3D,0,22
Mint on Zora,https://www.figma.com/community/plugin/1361352814334612544/mint-on-zora,From Figma to onchain in secnods.,2,22
test,https://www.figma.com/community/plugin/1340067847030742527/test,tk,1,22
Scale Inspector,https://www.figma.com/community/plugin/1312412839283492380/scale-inspector,Compares Instance Scale to Component's,3,22
Unidup,https://www.figma.com/community/plugin/1291532451020480119/unidup,Unidup - An easy way to reuse your design set,2,22
Rename it - Yu,https://www.figma.com/community/plugin/1010612290891482576/rename-it-yu,Sequentially rename layers,2,22
Skittles,https://www.figma.com/community/plugin/1409315143868332736/skittles,Your new color computer - find the most dominant percieved color across luminance ranges.,2,21
